UWI,Date,Oil_Volume_m3,Water_Volume_m3,Gas_Volume_e3m3
100/12-28-010-121W1/00,2025/9/15,32.66,9.29,1.63
100/12-28-010-121W1/00,2025/9/16,32.59,10.31,1.63
100/12-28-010-121W1/00,2025/9/17,32.78,7.76,1.64
100/12-28-010-121W1/00,2025/9/18,31.91,23.59,1.6
100/12-28-010-121W1/00,2025/9/19,32.63,8.55,1.63
100/12-28-010-121W1/00,2025/9/20,33.61,14.36,1.68
100/12-28-010-121W1/00,2025/9/21,34.36,27.01,1.72
100/12-28-010-121W1/00,2025/9/22,33.32,13.84,1.67
100/12-28-010-121W1/00,2025/9/23,31.53,13.22,1.58
100/12-28-010-121W1/00,2025/9/24,31.31,15.89,1.57
100/12-28-010-121W1/00,2025/9/25,31.94,7.29,1.6
100/12-28-010-121W1/00,2025/9/26,32.04,7.51,1.6
100/12-28-010-121W1/00,2025/9/27,32.47,23.11,1.62
100/12-28-010-121W1/00,2025/9/28,32.49,15.4,1.62
100/12-28-010-121W1/00,2025/9/29,31.5,7.73,1.58
100/12-28-010-121W1/00,2025/9/30,34.24,7.67,1.71
100/12-28-010-121W1/00,2025/10/1,32.46,4.38,1.62
100/12-28-010-121W1/00,2025/10/2,31.31,4.4,1.57
100/12-28-010-121W1/00,2025/10/3,34.16,13.62,1.71
100/12-28-010-121W1/00,2025/10/4,34.26,16.19,1.71
100/12-28-010-121W1/00,2025/10/5,32.24,7.62,1.61
100/12-28-010-121W1/00,2025/10/6,32.39,9.38,1.62
100/12-28-010-121W1/00,2025/10/7,31.95,14.57,1.6
100/12-28-010-121W1/00,2025/10/8,31.41,23.98,1.57
100/12-28-010-121W1/00,2025/10/9,31.09,18.19,1.55
100/12-28-010-121W1/00,2025/10/10,33.26,20.79,1.66
100/12-28-010-121W1/00,2025/10/11,33.21,5.37,1.66
100/12-28-010-121W1/00,2025/10/12,31.25,10.55,1.56
100/12-28-010-121W1/00,2025/10/13,32.42,25.19,1.62
100/12-28-010-121W1/00,2025/10/14,32.31,4.64,1.62
100/12-28-010-121W1/00,2025/10/15,30.99,6.9,1.55
100/12-28-010-121W1/00,2025/10/16,33.13,7.12,1.66
100/12-28-010-121W1/00,2025/10/17,31.11,3.88,1.56
100/12-28-010-121W1/00,2025/10/18,33.83,6,1.69
100/12-28-010-121W1/00,2025/10/19,33.06,10.53,1.65
100/12-28-010-121W1/00,2025/10/20,31.26,13.19,1.56
100/12-28-010-121W1/00,2025/10/21,32.05,20.46,1.6
100/12-28-010-121W1/00,2025/10/22,32.23,24.17,1.61
100/12-28-010-121W1/00,2025/10/23,31.32,16.59,1.57
100/12-28-010-121W1/00,2025/10/24,30.67,16.11,1.53
100/12-28-010-121W1/00,2025/10/25,32.89,21.9,1.64
100/12-28-010-121W1/00,2025/10/26,30.48,16.62,1.52
100/12-28-010-121W1/00,2025/10/27,31.24,13.29,1.56
100/12-28-010-121W1/00,2025/10/28,31.38,8.04,1.57
100/12-28-010-121W1/00,2025/10/29,32.19,24.62,1.61
100/12-28-010-121W1/00,2025/10/30,31.34,17.14,1.57
100/12-28-010-121W1/00,2025/10/31,32.26,6.83,1.61
100/12-28-010-121W1/00,2025/11/1,31.7,3.58,1.58
100/12-28-010-121W1/00,2025/11/2,33.46,11.54,1.67
100/12-28-010-121W1/00,2025/11/3,30.58,18.74,1.53
100/12-28-010-121W1/00,2025/11/4,31.12,15.55,1.56
100/12-28-010-121W1/00,2025/11/5,32.7,17.35,1.63
100/12-28-010-121W1/00,2025/11/6,33.11,13.79,1.66
100/12-28-010-121W1/00,2025/11/7,30.7,11.66,1.53
100/12-28-010-121W1/00,2025/11/8,30.29,5.77,1.51
100/12-28-010-121W1/00,2025/11/9,31.99,8.64,1.6
100/12-28-010-121W1/00,2025/11/10,31.99,20.25,1.6
100/12-28-010-121W1/00,2025/11/11,31.92,5.38,1.6
100/12-28-010-121W1/00,2025/11/12,31.13,24.85,1.56
100/12-28-010-121W1/00,2025/11/13,32.5,3.71,1.63
100/12-28-010-121W1/00,2025/11/14,30.29,22.01,1.51
100/12-28-010-121W1/00,2025/11/15,33.06,17.39,1.65
100/12-28-010-121W1/00,2025/11/16,31.6,11.71,1.58
100/12-28-010-121W1/00,2025/11/17,31.95,24.06,1.6
100/12-28-010-121W1/00,2025/11/18,32.62,22.96,1.63
100/12-28-010-121W1/00,2025/11/19,30.99,16.97,1.55
100/12-28-010-121W1/00,2025/11/20,30.13,10.98,1.51
100/12-28-010-121W1/00,2025/11/21,30,17.63,1.5
100/12-28-010-121W1/00,2025/11/22,31.86,15.89,1.59
100/12-28-010-121W1/00,2025/11/23,31.15,5.11,1.56
100/12-28-010-121W1/00,2025/11/24,31.13,17.61,1.56
100/12-28-010-121W1/00,2025/11/25,29.92,22.95,1.5
100/12-28-010-121W1/00,2025/11/26,30.2,23.77,1.51
100/12-28-010-121W1/00,2025/11/27,31.18,16.46,1.56
100/12-28-010-121W1/00,2025/11/28,31.43,4.76,1.57
100/12-28-010-121W1/00,2025/11/29,31.38,22.35,1.57
100/12-28-010-121W1/00,2025/11/30,30.41,21.96,1.52
100/12-28-010-121W1/00,2025/12/1,31.5,6.88,1.58
100/12-28-010-121W1/00,2025/12/2,32.49,20.87,1.62
100/12-28-010-121W1/00,2025/12/3,30.51,21.44,1.53
100/12-28-010-121W1/00,2025/12/4,30.05,17.07,1.5
100/12-28-010-121W1/00,2025/12/5,30.41,3.63,1.52
100/12-28-010-121W1/00,2025/12/6,30.74,6.68,1.54
100/12-28-010-121W1/00,2025/12/7,30.69,23.73,1.53
100/12-28-010-121W1/00,2025/12/8,30.44,23.32,1.52
100/12-28-010-121W1/00,2025/12/9,30.84,13.19,1.54
100/12-28-010-121W1/00,2025/12/10,30.12,11.16,1.51
100/12-28-010-121W1/00,2025/12/11,31.01,19.64,1.55
100/12-28-010-121W1/00,2025/12/12,31.57,15.93,1.58
100/12-28-010-121W1/00,2025/12/13,30.52,22.31,1.53
100/12-28-010-121W1/00,2025/12/14,31.28,17.46,1.56
100/12-28-010-121W1/00,2025/12/15,32.21,5.63,1.61
100/12-28-010-121W1/00,2025/12/16,30.28,12.14,1.51
100/12-28-010-121W1/00,2025/12/17,32.04,13.46,1.6
100/12-28-010-121W1/00,2025/12/18,31.04,6.59,1.55
100/12-28-010-121W1/00,2025/12/19,31.39,4.25,1.57
100/12-28-010-121W1/00,2025/12/20,29.62,11.95,1.48
100/12-28-010-121W1/00,2025/12/21,30.55,6.55,1.53
100/12-28-010-121W1/00,2025/12/22,30.25,4.5,1.51
100/12-28-010-121W1/00,2025/12/23,30.96,4.44,1.55
100/12-28-010-121W1/00,2025/12/24,30.34,10.13,1.52
100/12-28-010-121W1/00,2025/12/25,30.11,11.79,1.51
100/12-28-010-121W1/00,2025/12/26,29.53,15.75,1.48
100/12-28-010-121W1/00,2025/12/27,29.94,18.24,1.5
100/12-28-010-121W1/00,2025/12/28,30.44,17.27,1.52
100/12-28-010-121W1/00,2025/12/29,31.93,17.26,1.6
100/12-28-010-121W1/00,2025/12/30,28.94,13.64,1.45
100/12-28-010-121W1/00,2025/12/31,29.2,13.79,1.46
100/12-28-010-121W1/00,2026/1/1,30.15,17.16,1.51
100/15-30-010-122W1/00,2025/1/1,58.48,20.17,2.92
100/15-30-010-122W1/00,2025/1/2,56.86,9.37,2.84
100/15-30-010-122W1/00,2025/1/3,59.37,23.81,2.97
100/15-30-010-122W1/00,2025/1/4,58.52,38.21,2.93
100/15-30-010-122W1/00,2025/1/5,60.2,8.55,3.01
100/15-30-010-122W1/00,2025/1/6,57.44,18.42,2.87
100/15-30-010-122W1/00,2025/1/7,60.55,33.54,3.03
100/15-30-010-122W1/00,2025/1/8,59.87,15.91,2.99
100/15-30-010-122W1/00,2025/1/9,59.62,32.53,2.98
100/15-30-010-122W1/00,2025/1/10,57.54,36.78,2.88
100/15-30-010-122W1/00,2025/1/11,59.75,25.04,2.99
100/15-30-010-122W1/00,2025/1/12,56.83,32.53,2.84
100/15-30-010-122W1/00,2025/1/13,56.75,8.3,2.84
100/15-30-010-122W1/00,2025/1/14,56.62,13.05,2.83
100/15-30-010-122W1/00,2025/1/15,59.86,16.48,2.99
100/15-30-010-122W1/00,2025/1/16,58.74,40.6,2.94
100/15-30-010-122W1/00,2025/1/17,60.44,14.99,3.02
100/15-30-010-122W1/00,2025/1/18,55.77,8.27,2.79
100/15-30-010-122W1/00,2025/1/19,55.64,28.14,2.78
100/15-30-010-122W1/00,2025/1/20,57.67,7.58,2.88
100/15-30-010-122W1/00,2025/1/21,60.84,36.63,3.04
100/15-30-010-122W1/00,2025/1/22,56.72,6.28,2.84
100/15-30-010-122W1/00,2025/1/23,56.68,39.72,2.83
100/15-30-010-122W1/00,2025/1/24,58.39,36.65,2.92
100/15-30-010-122W1/00,2025/1/25,59,44.65,2.95
100/15-30-010-122W1/00,2025/1/26,60.72,41.1,3.04
100/15-30-010-122W1/00,2025/1/27,59.03,10.19,2.95
100/15-30-010-122W1/00,2025/1/28,55.17,10.82,2.76
100/15-30-010-122W1/00,2025/1/29,55.95,40.91,2.8
100/15-30-010-122W1/00,2025/1/30,55.47,15.21,2.77
100/15-30-010-122W1/00,2025/1/31,59.67,45.46,2.98
100/15-30-010-122W1/00,2025/2/1,60.63,23.47,3.03
100/15-30-010-122W1/00,2025/2/2,59.33,18.36,2.97
100/15-30-010-122W1/00,2025/2/3,57.99,38.02,2.9
100/15-30-010-122W1/00,2025/2/4,57.8,28.6,2.89
100/15-30-010-122W1/00,2025/2/5,56.36,42.59,2.82
100/15-30-010-122W1/00,2025/2/6,59,38.4,2.95
100/15-30-010-122W1/00,2025/2/7,56.15,13.06,2.81
100/15-30-010-122W1/00,2025/2/8,58.88,14.68,2.94
100/15-30-010-122W1/00,2025/2/9,57.24,12.08,2.86
100/15-30-010-122W1/00,2025/2/10,56.24,9.41,2.81
100/15-30-010-122W1/00,2025/2/11,57.98,7.7,2.9
100/15-30-010-122W1/00,2025/2/12,56.03,6.8,2.8
100/15-30-010-122W1/00,2025/2/13,55.31,12.61,2.77
100/15-30-010-122W1/00,2025/2/14,56.99,11.57,2.85
100/15-30-010-122W1/00,2025/2/15,56.14,36.97,2.81
100/15-30-010-122W1/00,2025/2/16,55.31,21.18,2.77
100/15-30-010-122W1/00,2025/2/17,54.52,29.41,2.73
100/15-30-010-122W1/00,2025/2/18,54.37,31.08,2.72
100/15-30-010-122W1/00,2025/2/19,57.87,19.64,2.89
100/15-30-010-122W1/00,2025/2/20,56.44,33.33,2.82
100/15-30-010-122W1/00,2025/2/21,54.66,30.07,2.73
100/15-30-010-122W1/00,2025/2/22,56.27,40.12,2.81
100/15-30-010-122W1/00,2025/2/23,55.12,40.4,2.76
100/15-30-010-122W1/00,2025/2/24,58.2,38.99,2.91
100/15-30-010-122W1/00,2025/2/25,56.31,41.72,2.82
100/15-30-010-122W1/00,2025/2/26,55.46,19.59,2.77
100/15-30-010-122W1/00,2025/2/27,59.3,15.06,2.96
100/15-30-010-122W1/00,2025/2/28,55.39,43.17,2.77
100/15-30-010-122W1/00,2025/3/1,53.93,6.68,2.7
100/15-30-010-122W1/00,2025/3/2,54.91,35,2.75
100/15-30-010-122W1/00,2025/3/3,59.3,32.33,2.96
100/15-30-010-122W1/00,2025/3/4,55,39.87,2.75
100/15-30-010-122W1/00,2025/3/5,58.62,45.11,2.93
100/15-30-010-122W1/00,2025/3/6,54.24,35.93,2.71
100/15-30-010-122W1/00,2025/3/7,56.95,20.29,2.85
100/15-30-010-122W1/00,2025/3/8,55.34,14.77,2.77
100/15-30-010-122W1/00,2025/3/9,54.8,24.03,2.74
100/15-30-010-122W1/00,2025/3/10,58.27,44.24,2.91
100/15-30-010-122W1/00,2025/3/11,55.5,37.1,2.77
100/15-30-010-122W1/00,2025/3/12,58.79,33.99,2.94
100/15-30-010-122W1/00,2025/3/13,53.65,10.89,2.68
100/15-30-010-122W1/00,2025/3/14,55.98,39.1,2.8
100/15-30-010-122W1/00,2025/3/15,57.06,6.67,2.85
100/15-30-010-122W1/00,2025/3/16,55.76,30.19,2.79
100/15-30-010-122W1/00,2025/3/17,57.56,20.44,2.88
100/15-30-010-122W1/00,2025/3/18,53.78,30.97,2.69
100/15-30-010-122W1/00,2025/3/19,57.65,21.99,2.88
100/15-30-010-122W1/00,2025/3/20,58.38,6.68,2.92
100/15-30-010-122W1/00,2025/3/21,0,0,0
100/15-30-010-122W1/00,2025/3/22,55.84,7.22,2.79
100/15-30-010-122W1/00,2025/3/23,55.41,37.89,2.77
100/15-30-010-122W1/00,2025/3/24,56.27,40.05,2.81
100/15-30-010-122W1/00,2025/3/25,56.87,39.99,2.84
100/15-30-010-122W1/00,2025/3/26,54.91,43.15,2.75
100/15-30-010-122W1/00,2025/3/27,54.13,7.93,2.71
100/15-30-010-122W1/00,2025/3/28,55.06,22.5,2.75
100/15-30-010-122W1/00,2025/3/29,57.81,19.15,2.89
100/15-30-010-122W1/00,2025/3/30,53.29,6.89,2.66
100/15-30-010-122W1/00,2025/3/31,53.07,19.89,2.65
100/15-30-010-122W1/00,2025/4/1,54.04,32.11,2.7
100/15-30-010-122W1/00,2025/4/2,52.91,25.91,2.65
100/15-30-010-122W1/00,2025/4/3,54.89,29.21,2.74
100/15-30-010-122W1/00,2025/4/4,56.96,13.43,2.85
100/15-30-010-122W1/00,2025/4/5,55.32,34.42,2.77
100/15-30-010-122W1/00,2025/4/6,53.22,26.55,2.66
100/15-30-010-122W1/00,2025/4/7,55.33,39.58,2.77
100/15-30-010-122W1/00,2025/4/8,54.94,23.02,2.75
100/15-30-010-122W1/00,2025/4/9,55.26,42.29,2.76
100/15-30-010-122W1/00,2025/4/10,53.89,25.44,2.69
100/15-30-010-122W1/00,2025/4/11,55.84,28.46,2.79
100/15-30-010-122W1/00,2025/4/12,52.47,17.66,2.62
100/15-30-010-122W1/00,2025/4/13,52.59,35.26,2.63
100/15-30-010-122W1/00,2025/4/14,57.23,11.91,2.86
100/15-30-010-122W1/00,2025/4/15,54.82,12.74,2.74
100/15-30-010-122W1/00,2025/4/16,52.19,20.29,2.61
100/15-30-010-122W1/00,2025/4/17,54.2,8.95,2.71
100/15-30-010-122W1/00,2025/4/18,54.79,12.58,2.74
100/15-30-010-122W1/00,2025/4/19,56.6,40.23,2.83
100/15-30-010-122W1/00,2025/4/20,52.86,15.47,2.64
100/15-30-010-122W1/00,2025/4/21,53.92,37.25,2.7
100/15-30-010-122W1/00,2025/4/22,52.46,28.18,2.62
100/15-30-010-122W1/00,2025/4/23,53.26,11.96,2.66
100/15-30-010-122W1/00,2025/4/24,55.2,27.3,2.76
100/15-30-010-122W1/00,2025/4/25,57.2,22.61,2.86
100/15-30-010-122W1/00,2025/4/26,52.42,26.67,2.62
100/15-30-010-122W1/00,2025/4/27,54.84,41.91,2.74
100/15-30-010-122W1/00,2025/4/28,54.06,24.33,2.7
100/15-30-010-122W1/00,2025/4/29,53.65,37.81,2.68
100/15-30-010-122W1/00,2025/4/30,0,0,0
100/15-30-010-122W1/00,2025/5/1,53.07,21.19,2.65
100/15-30-010-122W1/00,2025/5/2,55.26,35.45,2.76
100/15-30-010-122W1/00,2025/5/3,53.35,42.66,2.67
100/15-30-010-122W1/00,2025/5/4,52.87,12.51,2.64
100/15-30-010-122W1/00,2025/5/5,53.87,37.47,2.69
100/15-30-010-122W1/00,2025/5/6,55.99,16.26,2.8
100/15-30-010-122W1/00,2025/5/7,52.88,9.32,2.64
100/15-30-010-122W1/00,2025/5/8,52.09,29.55,2.6
100/15-30-010-122W1/00,2025/5/9,55.65,11,2.78
100/15-30-010-122W1/00,2025/5/10,56.63,39.4,2.83
100/15-30-010-122W1/00,2025/5/11,54.77,21.65,2.74
100/15-30-010-122W1/00,2025/5/12,55.07,29.85,2.75
100/15-30-010-122W1/00,2025/5/13,53.55,9.9,2.68
100/15-30-010-122W1/00,2025/5/14,52.52,19.39,2.63
100/15-30-010-122W1/00,2025/5/15,0,0,0
100/15-30-010-122W1/00,2025/5/16,51.07,21.91,2.55
100/15-30-010-122W1/00,2025/5/17,53.55,20.52,2.68
100/15-30-010-122W1/00,2025/5/18,51.17,29.6,2.56
100/15-30-010-122W1/00,2025/5/19,56.05,12.58,2.8
100/15-30-010-122W1/00,2025/5/20,51.11,22.97,2.56
100/15-30-010-122W1/00,2025/5/21,55.32,9.94,2.77
100/15-30-010-122W1/00,2025/5/22,53.59,41.81,2.68
100/15-30-010-122W1/00,2025/5/23,52.3,14.05,2.62
100/15-30-010-122W1/00,2025/5/24,54.77,31.96,2.74
100/15-30-010-122W1/00,2025/5/25,50.91,32.28,2.55
100/15-30-010-122W1/00,2025/5/26,55.8,28.51,2.79
100/15-30-010-122W1/00,2025/5/27,52.65,11.75,2.63
100/15-30-010-122W1/00,2025/5/28,54.35,13.07,2.72
100/15-30-010-122W1/00,2025/5/29,50.96,37.63,2.55
100/15-30-010-122W1/00,2025/5/30,52.34,15.51,2.62
100/15-30-010-122W1/00,2025/5/31,54.27,38.5,2.71
100/15-30-010-122W1/00,2025/6/1,54.08,18.76,2.7
100/15-30-010-122W1/00,2025/6/2,51.99,5.46,2.6
100/15-30-010-122W1/00,2025/6/3,51.16,6.71,2.56
100/15-30-010-122W1/00,2025/6/4,54.21,22.9,2.71
100/15-30-010-122W1/00,2025/6/5,53.14,28.74,2.66
100/15-30-010-122W1/00,2025/6/6,53.78,12.89,2.69
100/15-30-010-122W1/00,2025/6/7,52.55,21.66,2.63
100/15-30-010-122W1/00,2025/6/8,52.13,11.14,2.61
100/15-30-010-122W1/00,2025/6/9,51.28,31.39,2.56
100/15-30-010-122W1/00,2025/6/10,53.85,21.07,2.69
100/15-30-010-122W1/00,2025/6/11,55.26,31.44,2.76
100/15-30-010-122W1/00,2025/6/12,52.72,39.76,2.64
100/15-30-010-122W1/00,2025/6/13,55.23,29.61,2.76
100/15-30-010-122W1/00,2025/6/14,52.82,14.86,2.64
100/15-30-010-122W1/00,2025/6/15,54.63,7.6,2.73
100/15-30-010-122W1/00,2025/6/16,51.85,19.22,2.59
100/15-30-010-122W1/00,2025/6/17,54.34,28.21,2.72
100/15-30-010-122W1/00,2025/6/18,52.32,20.19,2.62
100/15-30-010-122W1/00,2025/6/19,50.33,24.17,2.52
100/15-30-010-122W1/00,2025/6/20,53.22,17.21,2.66
100/15-30-010-122W1/00,2025/6/21,49.99,39.73,2.5
100/15-30-010-122W1/00,2025/6/22,49.81,23.85,2.49
100/15-30-010-122W1/00,2025/6/23,53.68,31.71,2.68
100/15-30-010-122W1/00,2025/6/24,53.05,33.76,2.65
100/15-30-010-122W1/00,2025/6/25,54.23,15.94,2.71
100/15-30-010-122W1/00,2025/6/26,54.07,29.08,2.7
100/15-30-010-122W1/00,2025/6/27,0,0,0
100/15-30-010-122W1/00,2025/6/28,0,0,0
100/15-30-010-122W1/00,2025/6/29,54.12,25.07,2.71
100/15-30-010-122W1/00,2025/6/30,51.12,13.84,2.56
100/15-30-010-122W1/00,2025/7/1,49.91,22.02,2.5
100/15-30-010-122W1/00,2025/7/2,49.87,23.12,2.49
100/15-30-010-122W1/00,2025/7/3,53.14,14.05,2.66
100/15-30-010-122W1/00,2025/7/4,52.21,41.15,2.61
100/15-30-010-122W1/00,2025/7/5,54.33,32.6,2.72
100/15-30-010-122W1/00,2025/7/6,49.65,15.41,2.48
100/15-30-010-122W1/00,2025/7/7,51.07,40.19,2.55
100/15-30-010-122W1/00,2025/7/8,52.02,5.42,2.6
100/15-30-010-122W1/00,2025/7/9,50.1,9.55,2.5
100/15-30-010-122W1/00,2025/7/10,53.02,9.26,2.65
100/15-30-010-122W1/00,2025/7/11,49.05,38.16,2.45
100/15-30-010-122W1/00,2025/7/12,52.69,29.29,2.63
100/15-30-010-122W1/00,2025/7/13,52,9.98,2.6
100/15-30-010-122W1/00,2025/7/14,51.83,25.46,2.59
100/15-30-010-122W1/00,2025/7/15,49.05,32.31,2.45
100/15-30-010-122W1/00,2025/7/16,49.25,9.32,2.46
100/15-30-010-122W1/00,2025/7/17,52.75,42.06,2.64
100/15-30-010-122W1/00,2025/7/18,51.27,13.61,2.56
100/15-30-010-122W1/00,2025/7/19,49.32,9.32,2.47
100/15-30-010-122W1/00,2025/7/20,52.25,23.29,2.61
100/15-30-010-122W1/00,2025/7/21,53.16,32.87,2.66
100/15-30-010-122W1/00,2025/7/22,53.66,22.5,2.68
100/15-30-010-122W1/00,2025/7/23,53.67,6.22,2.68
100/15-30-010-122W1/00,2025/7/24,50.13,22.68,2.51
100/15-30-010-122W1/00,2025/7/25,49.74,24.37,2.49
100/15-30-010-122W1/00,2025/7/26,49.84,18.36,2.49
100/15-30-010-122W1/00,2025/7/27,52.63,31.97,2.63
100/15-30-010-122W1/00,2025/7/28,49.28,7.47,2.46
100/15-30-010-122W1/00,2025/7/29,49.2,23.28,2.46
100/15-30-010-122W1/00,2025/7/30,50.16,38.67,2.51
100/15-30-010-122W1/00,2025/7/31,53.02,12.03,2.65
100/15-30-010-122W1/00,2025/8/1,48.56,37.09,2.43
100/15-30-010-122W1/00,2025/8/2,49.78,22.08,2.49
100/15-30-010-122W1/00,2025/8/3,51.59,40.36,2.58
100/15-30-010-122W1/00,2025/8/4,51.83,8.38,2.59
100/15-30-010-122W1/00,2025/8/5,50.44,36.32,2.52
100/15-30-010-122W1/00,2025/8/6,51.54,13.39,2.58
100/15-30-010-122W1/00,2025/8/7,49.97,15.63,2.5
100/15-30-010-122W1/00,2025/8/8,48.28,33.11,2.41
100/15-30-010-122W1/00,2025/8/9,52.48,9.86,2.62
100/15-30-010-122W1/00,2025/8/10,50.81,22.95,2.54
100/15-30-010-122W1/00,2025/8/11,50.83,15.3,2.54
100/15-30-010-122W1/00,2025/8/12,50.43,16.86,2.52
100/15-30-010-122W1/00,2025/8/13,51.53,19.35,2.58
100/15-30-010-122W1/00,2025/8/14,52.46,24.96,2.62
100/15-30-010-122W1/00,2025/8/15,52.4,12.19,2.62
100/15-30-010-122W1/00,2025/8/16,49.4,30.08,2.47
100/15-30-010-122W1/00,2025/8/17,50.92,39.02,2.55
100/15-30-010-122W1/00,2025/8/18,47.99,25.1,2.4
100/15-30-010-122W1/00,2025/8/19,50.18,6.83,2.51
100/15-30-010-122W1/00,2025/8/20,48.85,16.44,2.44
100/15-30-010-122W1/00,2025/8/21,52.12,24.02,2.61
100/15-30-010-122W1/00,2025/8/22,47.89,6.6,2.39
100/15-30-010-122W1/00,2025/8/23,51.96,24.42,2.6
100/15-30-010-122W1/00,2025/8/24,51.54,7.89,2.58
100/15-30-010-122W1/00,2025/8/25,50.73,20.82,2.54
100/15-30-010-122W1/00,2025/8/26,49.51,20.38,2.48
100/15-30-010-122W1/00,2025/8/27,47.9,14.17,2.39
100/15-30-010-122W1/00,2025/8/28,50.83,27.52,2.54
100/15-30-010-122W1/00,2025/8/29,51.28,25.12,2.56
100/15-30-010-122W1/00,2025/8/30,49.52,28.99,2.48
100/15-30-010-122W1/00,2025/8/31,52.02,27.25,2.6
100/15-30-010-122W1/00,2025/9/1,47.3,7.12,2.36
100/15-30-010-122W1/00,2025/9/2,47.45,18.06,2.37
100/15-30-010-122W1/00,2025/9/3,50.31,23.89,2.52
100/15-30-010-122W1/00,2025/9/4,49.45,14.56,2.47
100/15-30-010-122W1/00,2025/9/5,47.5,35.97,2.38
100/15-30-010-122W1/00,2025/9/6,49.58,8.74,2.48
100/15-30-010-122W1/00,2025/9/7,49.13,30.42,2.46
100/15-30-010-122W1/00,2025/9/8,49.76,14.68,2.49
100/15-30-010-122W1/00,2025/9/9,51.42,35.95,2.57
100/15-30-010-122W1/00,2025/9/10,48.08,11.31,2.4
100/15-30-010-122W1/00,2025/9/11,47.87,31.87,2.39
100/15-30-010-122W1/00,2025/9/12,51.7,18.49,2.58
100/15-30-010-122W1/00,2025/9/13,49.95,38.61,2.5
100/15-30-010-122W1/00,2025/9/14,50.25,31.57,2.51
100/15-30-010-122W1/00,2025/9/15,50.46,35.41,2.52
100/15-30-010-122W1/00,2025/9/16,49.75,23.69,2.49
100/15-30-010-122W1/00,2025/9/17,51.04,17.81,2.55
100/15-30-010-122W1/00,2025/9/18,48.88,12.01,2.44
100/15-30-010-122W1/00,2025/9/19,51.04,27.16,2.55
100/15-30-010-122W1/00,2025/9/20,47.39,34.62,2.37
100/15-30-010-122W1/00,2025/9/21,46.69,25.36,2.33
100/15-30-010-122W1/00,2025/9/22,46.89,23.81,2.34
100/15-30-010-122W1/00,2025/9/23,46.52,25.2,2.33
100/15-30-010-122W1/00,2025/9/24,48.13,25.96,2.41
100/15-30-010-122W1/00,2025/9/25,50.08,5.17,2.5
100/15-30-010-122W1/00,2025/9/26,48.83,17.77,2.44
100/15-30-010-122W1/00,2025/9/27,50.39,38.01,2.52
100/15-30-010-122W1/00,2025/9/28,48.85,35.12,2.44
100/15-30-010-122W1/00,2025/9/29,48.26,14.4,2.41
100/15-30-010-122W1/00,2025/9/30,48.57,37.03,2.43
100/15-30-010-122W1/00,2025/10/1,49.45,8.85,2.47
100/15-30-010-122W1/00,2025/10/2,48.43,37.09,2.42
100/15-30-010-122W1/00,2025/10/3,50.4,9.28,2.52
100/15-30-010-122W1/00,2025/10/4,49.02,34.41,2.45
100/15-30-010-122W1/00,2025/10/5,0,0,0
100/15-30-010-122W1/00,2025/10/6,46.78,5.89,2.34
100/15-30-010-122W1/00,2025/10/7,48.57,33.55,2.43
100/15-30-010-122W1/00,2025/10/8,48.58,36.48,2.43
100/15-30-010-122W1/00,2025/10/9,47.22,35.41,2.36
100/15-30-010-122W1/00,2025/10/10,47.91,27.6,2.4
100/15-30-010-122W1/00,2025/10/11,46.43,28.01,2.32
100/15-30-010-122W1/00,2025/10/12,49.36,12.85,2.47
100/15-30-010-122W1/00,2025/10/13,45.93,15.29,2.3
100/15-30-010-122W1/00,2025/10/14,46.01,17.67,2.3
100/15-30-010-122W1/00,2025/10/15,49.99,39.63,2.5
100/15-30-010-122W1/00,2025/10/16,47.96,29.1,2.4
100/15-30-010-122W1/00,2025/10/17,47.91,31.12,2.4
100/15-30-010-122W1/00,2025/10/18,47.5,22.24,2.38
100/15-30-010-122W1/00,2025/10/19,49.1,17.17,2.46
100/15-30-010-122W1/00,2025/10/20,49.94,39.13,2.5
100/15-30-010-122W1/00,2025/10/21,46.47,26.66,2.32
100/15-30-010-122W1/00,2025/10/22,45.63,15.64,2.28
100/15-30-010-122W1/00,2025/10/23,49.3,22,2.46
100/15-30-010-122W1/00,2025/10/24,48.22,12.23,2.41
100/15-30-010-122W1/00,2025/10/25,45.47,19.68,2.27
100/15-30-010-122W1/00,2025/10/26,48.61,26.58,2.43
100/15-30-010-122W1/00,2025/10/27,45.38,12.55,2.27
100/15-30-010-122W1/00,2025/10/28,45.66,8.01,2.28
100/15-30-010-122W1/00,2025/10/29,48.89,15.89,2.44
100/15-30-010-122W1/00,2025/10/30,49.76,37.91,2.49
100/15-30-010-122W1/00,2025/10/31,49.08,25.31,2.45
100/15-30-010-122W1/00,2025/11/1,47.46,30.48,2.37
100/15-30-010-122W1/00,2025/11/2,47.52,31.22,2.38
100/15-30-010-122W1/00,2025/11/3,45.7,18.17,2.29
100/15-30-010-122W1/00,2025/11/4,47.47,25.85,2.37
100/15-30-010-122W1/00,2025/11/5,45.69,17.05,2.28
100/15-30-010-122W1/00,2025/11/6,49.63,10.8,2.48
100/15-30-010-122W1/00,2025/11/7,45.44,12.25,2.27
100/15-30-010-122W1/00,2025/11/8,47.52,12.42,2.38
100/15-30-010-122W1/00,2025/11/9,48.61,37.61,2.43
100/15-30-010-122W1/00,2025/11/10,48.15,13.51,2.41
100/15-30-010-122W1/00,2025/11/11,48.04,31.8,2.4
